# ell cibdBeta_1.2_T_10.7_gy cibdBeta_1.2_T_10.7_yy cibdBeta_1.2_T_24.0_gy cibdBeta_1.2_T_24.0_yy cibdBeta_1.3_T_24.0_gy cibdBeta_1.3_T_24.0_yy cibdBeta_1.35_T_24.0_gy cibdBeta_1.35_T_24.0_yy cibdBeta_1.45_T_24.0_gy cibdBeta_1.45_T_24.0_yy cibdBeta_1.4_T_10.7_gy cibdBeta_1.4_T_10.7_yy cibdBeta_1.4_T_24.0_gy cibdBeta_1.4_T_24.0_yy cibdBeta_1.6_T_10.7_gy cibdBeta_1.6_T_10.7_yy cibdBeta_1.6_T_24.0_gy cibdBeta_1.6_T_24.0_yy cibdBeta_1.7_T_10.7_gy cibdBeta_1.7_T_10.7_yy cibdBeta_1.7_T_24.0_gy cibdBeta_1.7_T_24.0_yy cibdBeta_1.8_T_10.7_gy cibdBeta_1.8_T_10.7_yy cibdBeta_1.8_T_24.0_gy cibdBeta_1.8_T_24.0_yy
1.876500000000000000e+03 -6.203688132267140465e-14 2.115279696624330792e-17 -6.585100433561189865e-14 2.186774682336902641e-17 -6.634323811053163898e-14 2.245042654425040264e-17 -6.660050183285456050e-14 2.273057722954878773e-17 -6.712573894125268649e-14 2.325635332128753023e-17 -6.559231388593418522e-14 2.206073561642801069e-17 -6.688565639974165016e-14 2.300253573284118733e-17 -6.819240524311743959e-14 2.314455799887331383e-17 -6.799221395375885572e-14 2.394135809680006786e-17 -6.906657199267327575e-14 2.367161226363625755e-17 -6.860017387378461492e-14 2.431477872308536342e-17 -6.971915073967067578e-14 2.416097896546097537e-17 -6.924935377687778433e-14 2.461880410280995675e-17
1.926500000000000000e+03 1.167212966600843705e-14 1.868931984871647171e-17 8.799049039770635776e-15 1.925828521355688500e-17 8.564613848186706422e-15 1.971389629186206433e-17 8.414253469815876683e-15 1.993965924027835608e-17 8.063005025048516672e-15 2.037493415361270515e-17 1.276488001053601448e-14 1.923963375621850477e-17 8.251550747995459878e-15 2.016328646375199168e-17 1.268773796205352418e-14 2.005895295821802293e-17 7.467209312416599091e-15 2.096863403434317953e-17 1.227021348160635945e-14 2.049191109956934588e-17 7.046317083542738251e-15 2.130923228555309420e-17 1.168565146912009252e-14 2.091127572552991499e-17 6.630486238884368527e-15 2.160092296334206198e-17
1.976500000000000000e+03 -7.097644540559173036e-14 1.849011314163028863e-17 -7.766408924169624926e-14 1.877012338365690019e-17 -7.982262877107998151e-14 1.916353631180329315e-17 -8.075691447310101517e-14 1.936191357792401046e-17 -8.235357400734940455e-14 1.974990493219250161e-17 -7.761689799456699963e-14 1.885588797437755862e-17 -8.159645806893801905e-14 1.956038933586687377e-17 -8.267934393700983443e-14 1.952811701874490002e-17 -8.410985840973072655e-14 2.029056950619861397e-17 -8.458089684870836848e-14 1.990065724393965355e-17 -8.489767190328025021e-14 2.060762204845704420e-17 -8.609876276093412089e-14 2.026938937940512232e-17 -8.541137450454715922e-14 2.088450922805696089e-17
2.026500000000000000e+03 -1.040281597590905028e-13 1.767486671360504730e-17 -9.916456748307208478e-14 1.795738605950847770e-17 -9.863387132168201126e-14 1.834522575095370297e-17 -9.834390963458053533e-14 1.854258764481593356e-17 -9.769246531284887106e-14 1.893136980925445314e-17 -1.019739102531588779e-13 1.803342062473590804e-17 -9.805468789397321728e-14 1.874160496125385593e-17 -1.001422951082199527e-13 1.869473190925939714e-17 -9.658989105827124523e-14 1.948049378160090355e-17 -9.927279238646397202e-14 1.906479891280482153e-17 -9.576973450681075906e-14 1.980686008790901685e-17 -9.841156556283586920e-14 1.943398422965777669e-17 -9.492464178195399728e-14 2.009588170678289505e-17
2.076500000000000000e+03 4.249416751784563158e-14 1.692414609171301490e-17 3.019249387883077024e-14 1.682759445310184489e-17 2.758521843205444632e-14 1.712844846986670971e-17 2.634114108706375174e-14 1.728675860980358837e-17 2.395130866234435195e-14 1.760664118347997156e-17 3.376905465007816891e-14 1.703086205651276968e-17 2.514237647773972612e-14 1.744937459509838379e-17 2.687411355951984020e-14 1.749692541137979150e-17 2.061768577677036710e-14 1.807480932547331572e-17 2.414237441861497193e-14 1.778709332843195058e-17 1.855125959353551296e-14 1.836245499741425218e-17 2.176646923041621071e-14 1.808772643295596566e-17 1.662091157878357277e-14 1.862435121152841882e-17
2.126500000000000000e+03 -7.670676904444079150e-14 1.534732850984202658e-17 -8.354620205368581872e-14 1.517646980494595223e-17 -8.594555890218796294e-14 1.538644960356511065e-17 -8.706820816673970806e-14 1.550382562370295310e-17 -8.913616736497571324e-14 1.575089999798438788e-17 -8.100770922399435539e-14 1.529531032416382643e-17 -8.814908147360836171e-14 1.562867929095732425e-17 -8.508033633601537029e-14 1.561377712142728504e-17 -9.179776679313179407e-14 1.613286429970638063e-17 -8.708966221425317869e-14 1.583887528018599662e-17 -9.325058063411935418e-14 1.637793220447801549e-17 -8.902924509278391749e-14 1.608203912373938331e-17 -9.445601678207300957e-14 1.660860669058273368e-17
2.176500000000000000e+03 -3.016546400568636358e-14 1.422016657263894329e-17 -3.311679151452916008e-14 1.352559463453104173e-17 -3.298731827563947044e-14 1.357908053453903281e-17 -3.289197382341191847e-14 1.362409209520187013e-17 -3.265664624976963934e-14 1.373816573396391917e-17 -3.047398067007843142e-14 1.375591199834365368e-17 -3.277454858440368694e-14 1.368018127156061713e-17 -3.077328122738652468e-14 1.374090771866117654e-17 -3.221579016292103951e-14 1.394901501493391566e-17 -3.092048700724890262e-14 1.382442104823443700e-17 -3.189475976536022629e-14 1.409904447189716237e-17 -3.103847673813647627e-14 1.394191802882715475e-17 -3.156500012734994557e-14 1.424940743405323055e-17
2.226500000000000000e+03 -3.249826552415530613e-14 1.348230738895744576e-17 -2.963050718334624310e-14 1.240684160272544385e-17 -2.999277083175860593e-14 1.236168675663968140e-17 -3.013619175775202646e-14 1.236057703142858592e-17 -3.037220600420072345e-14 1.238895562122553438e-17 -3.254711096467904353e-14 1.276478614741922826e-17 -3.025165775040851971e-14 1.237274795604241019e-17 -3.234409064147073930e-14 1.251909615244897107e-17 -3.061874116327634683e-14 1.248829450107064797e-17 -3.225817815930274107e-14 1.250174296090647336e-17 -3.073996422697980371e-14 1.257574189644964899e-17 -3.219141151255183204e-14 1.252949369112519887e-17 -3.083392018355265469e-14 1.267300667559052223e-17
2.276500000000000000e+03 1.872231861372015950e-14 1.259266750748783584e-17 1.475525260902895287e-14 1.132872122862456546e-17 1.585087350400530606e-14 1.119221185785705627e-17 1.636025815508658306e-14 1.114857347203798625e-17 1.734601260131757594e-14 1.109836312459181677e-17 2.022050235533154234e-14 1.169515330888712236e-17 1.683418805946211940e-14 1.112022263513349485e-17 2.127105227061494742e-14 1.129159543133523334e-17 1.875106428192232451e-14 1.109570912275455962e-17 2.169087248534382357e-14 1.120271316798761499e-17 1.968030286109084022e-14 1.112573822799759031e-17 2.208432595789441626e-14 1.116394895137841205e-17 2.059623567336475008e-14 1.117369058781116739e-17
2.326500000000000000e+03 -4.577883395831636582e-14 1.287549764172273606e-17 -4.100031277252975793e-14 1.137564870852553954e-17 -4.059098507201029035e-14 1.120212372191863047e-17 -4.047905881194540565e-14 1.114259562402617466e-17 -4.040265328544716551e-14 1.106504780233448253e-17 -4.201083387049914584e-14 1.184793029400766506e-17 -4.042613086426104508e-14 1.109990621953724193e-17 -4.008640384131895654e-14 1.135152145272192307e-17 -4.059169851909903639e-14 1.103088820786844315e-17 -3.963215361471794302e-14 1.122586637312035145e-17 -4.086129846274886969e-14 1.104527296223763847e-17 -3.942118071884332758e-14 1.115593096808110656e-17 -4.121478732568760332e-14 1.108127713580311221e-17
2.376500000000000000e+03 1.222280609251229186e-14 1.257411310385788595e-17 1.485698184938475943e-14 1.112175849431591191e-17 1.448556952002878643e-14 1.092528377791420808e-17 1.428511732925735863e-14 1.085415161033422481e-17 1.388065405677696727e-14 1.075369633039299582e-17 1.241133433478664436e-14 1.152718424748610076e-17 1.405866792326359695e-14 1.079961714236836695e-17 1.267022162012509196e-14 1.100510550941654606e-17 1.323952328855353796e-14 1.068618001262514095e-17 1.268551090250380621e-14 1.086597236539899271e-17 1.282021134804983711e-14 1.067981088598750339e-17 1.259161026538156675e-14 1.078237130007963076e-17 1.239602030875318933e-14 1.069631284878491444e-17
2.426500000000000000e+03 -5.830298316072905976e-14 1.214675730031151362e-17 -6.519628872035964646e-14 1.058973498646566736e-17 -6.659139759746096376e-14 1.034352757655858891e-17 -6.717666549506589106e-14 1.024938703435337838e-17 -6.814753007335423972e-14 1.010542744138194153e-17 -6.315776813794986440e-14 1.099978498604612777e-17 -6.768867074393339552e-14 1.017365288743535267e-17 -6.645018425076161698e-14 1.038623531047352347e-17 -6.914786469324853412e-14 9.979826761365697115e-18 -6.766893001933247584e-14 1.020543877645302871e-17 -6.955143864150043615e-14 9.938491611389414149e-18 -6.865053143069209315e-14 1.008306303142957689e-17 -6.976878237584681501e-14 9.923595811960904410e-18
2.476500000000000000e+03 1.791549483388226167e-14 1.202261587620428248e-17 1.260912571892543638e-14 1.025342912859207227e-17 1.134454549254751678e-14 9.938545323394641581e-18 1.076160110384728901e-14 9.812451660085377528e-18 9.698082690201226104e-15 9.608972222095930127e-18 1.562887284470919014e-14 1.072415218934020107e-17 1.020600587993760220e-14 9.706289970541825279e-18 1.341116078427667119e-14 9.979184453749301490e-18 8.347238103813881241e-15 9.404439827672268608e-18 1.228822266646685790e-14 9.739450816392267342e-18 7.617186127479174600e-15 9.317010125688572017e-18 1.120370293059749239e-14 9.562523836806386630e-18 7.018814757317663171e-15 9.261056059531245575e-18
2.526500000000000455e+03 -3.594658519487158084e-14 1.152389462084967384e-17 -3.344972994755830996e-14 9.678584281058269516e-18 -3.405314825667490265e-14 9.308425484759941835e-18 -3.432061535834883405e-14 9.155888215513673548e-18 -3.482193957927518637e-14 8.901389906710700389e-18 -3.618946360816082632e-14 1.012439754877610052e-17 -3.454405234697673918e-14 9.024316443911999886e-18 -3.639581797825058438e-14 9.285967491517962055e-18 -3.545236750752821588e-14 8.625372284721161564e-18 -3.653529365392950060e-14 9.001733424593684559e-18 -3.582713515960270629e-14 8.493239324489620881e-18 -3.671216419028532053e-14 8.782036808249218188e-18 -3.614663959439955622e-14 8.395291604577498928e-18
2.576500000000000909e+03 -2.197371883070618615e-14 1.178768989191537203e-17 -2.367086665252760680e-14 9.887272026159637914e-18 -2.464636291848886700e-14 9.487768905433067413e-18 -2.509694123862876736e-14 9.321022880364580926e-18 -2.593614893415323454e-14 9.039027809971045032e-18 -2.387121481877931263e-14 1.033458998011476942e-17 -2.553359179569577266e-14 9.175423703757046223e-18 -2.525343235347858807e-14 9.447482001252763042e-18 -2.709217155383951532e-14 8.723710332211845714e-18 -2.588465846657213264e-14 9.139719544658313808e-18 -2.780961602757780731e-14 8.566799024271758846e-18 -2.650795924405165929e-14 8.896817167715713910e-18 -2.850118553192579050e-14 8.445174133525209075e-18
2.626500000000000455e+03 -1.907569138512045068e-14 1.209196471906301995e-17 -1.037302501908606891e-14 9.812911130032528662e-18 -7.861431819864623675e-15 9.342413782947601066e-18 -6.678823662711348910e-15 9.144174703745367929e-18 -4.450614544116997938e-15 8.805776317016716215e-18 -1.411792577113256149e-14 1.040350997889406643e-17 -5.538476772296566389e-15 8.969560545069529845e-18 -9.619023871521621130e-15 9.346234912175433122e-18 -1.410482033239281810e-15 8.420037973832287972e-18 -7.435436894930351224e-15 8.971519915818130459e-18 4.339564668131354573e-16 8.224037447439910909e-18 -5.300273572862762606e-15 8.671256045914790162e-18 2.149608116144482341e-15 8.068821506939166483e-18
2.676500000000000909e+03 -5.981311382715746502e-14 1.202301011431053467e-17 -5.412939948622968470e-14 9.719496970328554447e-18 -5.335803977251000750e-14 9.232481300405971110e-18 -5.298844215035324052e-14 9.025756849541067567e-18 -5.228786010936721915e-14 8.669729135323509911e-18 -5.737752748567948395e-14 1.032930343843021372e-17 -5.262522416123414495e-14 8.842773152768021609e-18 -5.533294160593529152e-14 9.252426090411158633e-18 -5.132600171811008597e-14 8.256864533754593105e-18 -5.444441825912620955e-14 8.863374466130874379e-18 -5.075091402249002467e-14 8.042436326756042124e-18 -5.362053582639148138e-14 8.546676629130215499e-18 -5.022429764032810509e-14 7.869101471607601046e-18
2.726500000000001364e+03 -8.445895817723598484e-15 1.213147252542393548e-17 -5.497922914270404908e-15 9.817923217895623526e-18 -4.379075597944634900e-15 9.287310908814306767e-18 -3.845309722165985851e-15 9.060025274361055450e-18 -2.860244481021164755e-15 8.663924348359312912e-18 -5.950360635852849163e-15 1.036523536408467071e-17 -3.309456000770334379e-15 8.858082714456785134e-18 -3.821492822862397557e-15 9.220888456755263220e-18 -1.555121654970812553e-15 8.194803529786419747e-18 -2.854215003371938386e-15 8.800590230534001798e-18 -8.316046929977402556e-16 7.944041141864853544e-18 -1.960578234604720656e-15 8.453894527588208178e-18 -2.044844938855612117e-16 7.736024867238456374e-18
2.776500000000001819e+03 1.762427780591545780e-14 1.242506477080603238e-17 1.292614567485309715e-14 9.972095865785798570e-18 1.248055913942894474e-14 9.403328568900313843e-18 1.226366662259169893e-14 9.158297552975325942e-18 1.186191332856049026e-14 8.728513915609646678e-18 1.554100611285273519e-14 1.054997687243829711e-17 1.203402051183574614e-14 8.939690843570514193e-18 1.392609040627561311e-14 9.326865460932840729e-18 1.130404551660404094e-14 8.213119072493904200e-18 1.330214252439027440e-14 8.872717590959597921e-18 1.098286716003992015e-14 7.933455186863914277e-18 1.277266814644212971e-14 8.494500101344013458e-18 1.068458003699792568e-14 7.698163746305607194e-18
2.826500000000001819e+03 1.046388392800921171e-14 1.227767842031203031e-17 5.811344954985694969e-15 9.608854726171648912e-18 5.368899685694730266e-15 8.999100941783742709e-18 5.197703039301081344e-15 8.735770396772093926e-18 4.959044588338026442e-15 8.272800186322361828e-18 7.083170678638844328e-15 1.028223069197637986e-17 5.036915907132054919e-15 8.500262693565152985e-18 5.512160457660013664e-15 8.961485291413494539e-18 4.784934446969861628e-15 7.714676993214749972e-18 5.163703174143185918e-15 8.465473370070747783e-18 4.794411635105033123e-15 7.409964510203286658e-18 4.989888943370463938e-15 8.050064563923529632e-18 4.873293147904709091e-15 7.151924379087239246e-18
2.876500000000001819e+03 -2.028280283675470516e-14 1.251381757818784109e-17 -2.927482620100228244e-14 9.726909735532222902e-18 -2.895948575660968559e-14 9.084263076823915510e-18 -2.872844712707164238e-14 8.805670844378205608e-18 -2.815826456569358476e-14 8.313759232950994703e-18 -2.280597061258586157e-14 1.041159044031808895e-17 -2.844158036915988296e-14 8.555641646440485254e-18 -2.400174804485369976e-14 9.025491007289347486e-18 -2.706963226293061671e-14 7.715192818028516066e-18 -2.418420268402920639e-14 8.503927657705973278e-18 -2.625194973920268031e-14 7.384719060177228453e-18 -2.415075767299459885e-14 8.064821626532618905e-18 -2.537708077770574640e-14 7.101746413146325889e-18
2.926500000000001819e+03 -2.401182582394772689e-15 1.245105475697987218e-17 1.929894961848539517e-15 9.727417954019639785e-18 2.138762031081314616e-15 9.078572745421287403e-18 2.238164968472009913e-15 8.797263673009763097e-18 2.408401424466124565e-15 8.300094109473391814e-18 -1.045568800915341900e-15 1.035320575682582044e-17 2.352998021803756626e-15 8.545040923975815565e-18 -2.748298640284168967e-17 8.967438360488268949e-18 2.635062940733760677e-15 7.694357133047948165e-18 3.785130141882200831e-16 8.445239287637857300e-18 2.746701725192660666e-15 7.358943936457485472e-18 7.300489705276133348e-16 8.005280677162763778e-18 2.846352581648715075e-15 7.071080666205293976e-18
2.976500000000001364e+03 -3.963200190909941582e-14 1.274920986807461199e-17 -3.438183253488254172e-14 9.908208081956781017e-18 -3.403769195259514407e-14 9.220238065797060392e-18 -3.389047896635999562e-14 8.920746412292236923e-18 -3.363990031647590723e-14 8.389250439543653126e-18 -3.932800584098519321e-14 1.054177191883172122e-17 -3.375970555946158240e-14 8.651267453033117612e-18 -3.858516021523492670e-14 9.077282160612885880e-18 -3.336228790781723055e-14 7.736257128015203315e-18 -3.807572773936098121e-14 8.523037864025232101e-18 -3.323095157427698753e-14 7.371259786126078735e-18 -3.753788244445951239e-14 8.053946818777981111e-18 -3.313639553137161003e-14 7.055181824683107484e-18
3.026500000000001364e+03 -1.566985745161284175e-14 1.255319502704031805e-17 -2.261254877232537698e-14 9.687032968780575668e-18 -2.287961272817413543e-14 9.012285649776214054e-18 -2.298837239165235715e-14 8.719632430379296250e-18 -2.317246043792758606e-14 8.201512377888866189e-18 -1.748274278024209516e-14 1.036364804317364450e-17 -2.307432547231800033e-14 8.457432548004567771e-18 -1.891006139972006482e-14 8.916312228094828602e-18 -2.336388090347249900e-14 7.568092216056007171e-18 -1.950513268257762450e-14 8.369868445946005483e-18 -2.345483501124710630e-14 7.215116698194216431e-18 -2.002323016538638183e-14 7.908386922164560141e-18 -2.351470179640515272e-14 6.910468751463240468e-18
3.076500000000001364e+03 -2.860720583306681079e-14 1.323444798517630279e-17 -2.560463387687015471e-14 1.012572693832017751e-17 -2.466461741887484227e-14 9.391340964791897764e-18 -2.426921055195306704e-14 9.071988655983393664e-18 -2.356716077910120107e-14 8.504229653278562799e-18 -2.494150161271568365e-14 1.086390920205992298e-17 -2.394213485229214493e-14 8.785950121530625153e-18 -2.266015996393423650e-14 9.283207053960145587e-18 -2.273134829065365013e-14 7.805506982411409577e-18 -2.191333433993042311e-14 8.682240845350777461e-18 -2.225183088800888664e-14 7.412197402074666980e-18 -2.135174050406868978e-14 8.172432336983086531e-18 -2.184360575299631218e-14 7.069985255401472377e-18
3.126500000000000909e+03 1.099792835224364615e-15 1.290149601786818859e-17 2.519827098348328687e-15 9.972866541447550539e-18 3.096905708617617949e-15 9.255016426544051329e-18 3.356990936756345532e-15 8.942940671762143737e-18 3.814824095417727077e-15 8.387500834040914696e-18 2.652387326313383379e-15 1.060596746175307136e-17 3.612904109739586805e-15 8.663953582584710963e-18 3.520404292265548358e-15 9.084575767757245956e-18 4.388111591023586403e-15 7.702871424514237499e-18 3.864240937198808255e-15 8.506766677847765335e-18 4.686315061984256638e-15 7.315713364775783082e-18 4.182135811191940150e-15 8.015724967879774648e-18 4.935766421406935778e-15 6.977644430900001322e-18
3.176500000000000909e+03 3.376921081364147599e-14 1.385624918192376263e-17 3.447911622294968341e-14 1.052993357507872224e-17 3.298650920925629566e-14 9.755980375797396319e-18 3.229697770621967292e-14 9.419865232249889172e-18 3.099151209361641587e-14 8.821956591793779499e-18 3.156816404132228929e-14 1.132046111257087001e-17 3.166312599229558658e-14 9.119624423543946165e-18 2.968863668880969900e-14 9.642817906090321342e-18 2.923139690750792669e-14 8.085114910166079947e-18 2.878779147757545461e-14 9.006286639895901937e-18 2.814196162302632046e-14 7.667885302419816900e-18 2.790459288820580960e-14 8.465961499645096349e-18 2.712831603583074758e-14 7.302879910845863670e-18
3.226500000000000455e+03 5.510585951679608140e-14 1.419168585240443475e-17 4.880697265978928724e-14 1.069571553448913144e-17 4.678222058717966748e-14 9.884132462352354368e-18 4.584952024636762167e-14 9.531456534944070739e-18 4.410666369289595930e-14 8.903912643416285486e-18 5.077565813561699567e-14 1.152786474090688507e-17 4.497915482723384063e-14 9.215989084275005914e-18 4.720273962321465157e-14 9.766971847592262917e-18 4.177984055871785174e-14 8.129463169232013601e-18 4.557021467178354128e-14 9.098674896679761695e-18 4.036874421011091358e-14 7.690405487319094780e-18 4.400835822089227958e-14 8.531095565650704633e-18 3.906422333806113111e-14 7.305551354632496880e-18
3.276500000000000455e+03 3.182508376265304981e-14 1.428598299737951801e-17 2.685782615248358689e-14 1.081831468163654722e-17 2.649558639466467509e-14 1.000884848226815450e-17 2.634599931132759796e-14 9.656962286054684927e-18 2.608415058725650264e-14 9.029814644755400780e-18 3.113054645042984401e-14 1.161969588361077055e-17 2.623405486863066634e-14 9.342690239446269953e-18 3.018367202740382768e-14 9.860095497087644465e-18 2.580428045930451223e-14 8.254246078999200616e-18 2.963072555999462726e-14 9.192995310252442450e-18 2.565425737185378068e-14 7.812532873788234696e-18 2.907718239403122916e-14 8.626294455065292300e-18 2.554143493971169784e-14 7.424125423240009327e-18
3.326500000000000000e+03 1.721624109264391592e-14 1.406255489497403561e-17 1.288886269904302067e-14 1.065953363039441897e-17 1.204913423095450695e-14 9.859677473872063437e-18 1.166647403516573543e-14 9.512705192984968280e-18 1.097165176815088991e-14 8.894905667857861662e-18 1.490832840283004886e-14 1.142336203777335690e-17 1.130225796697646688e-14 9.203752986573333288e-18 1.314030897353568179e-14 9.693272537565574229e-18 1.007074169890238418e-14 8.132486675767970398e-18 1.237124763558018397e-14 9.038634308583485202e-18 9.550246211950475173e-15 7.698143046992380652e-18 1.166089460054230480e-14 8.482611881771362465e-18 9.078361060357376937e-15 7.316275837615824843e-18
3.376500000000000000e+03 1.106514742145938954e-14 1.473286688329631398e-17 2.465359170641063517e-15 1.102184805087724881e-17 1.690181844230635050e-15 1.017506014524679720e-17 1.358296679210211995e-15 9.808253891322264385e-18 7.811599846463666323e-16 9.156750318661798852e-18 7.572540935907723717e-15 1.187984341697323569e-17 1.074278560514812636e-15 9.481187297115570098e-18 4.996180761197134806e-15 1.002414343802088735e-17 1.274999152464143526e-16 8.354657627644096900e-18 3.961134635101844004e-15 9.326550854764128535e-18 -2.104360665165907033e-16 7.899438089232743607e-18 3.071909972734606307e-15 8.736466419928799915e-18 -4.719639010037886909e-16 7.499749938996141758e-18
3.426500000000000000e+03 -3.794845041279130375e-14 1.478233683663610241e-17 -3.570652105488420395e-14 1.091160762028849830e-17 -3.442041161632117403e-14 1.005550871659554642e-17 -3.378783379941124385e-14 9.685834159605312052e-18 -3.257005649198242126e-14 9.029917354241118144e-18 -3.546194993876539513e-14 1.183502378255000887e-17 -3.314441163459563287e-14 9.357988531836836896e-18 -3.307353187317242749e-14 9.932444668536034265e-18 -3.082591121726409212e-14 8.224959993941363387e-18 -3.197001472777573148e-14 9.220806841230197194e-18 -2.974023056974037876e-14 7.767733309032024073e-18 -3.092898961153221811e-14 8.620486011225299998e-18 -2.869608411444716225e-14 7.366558219574176962e-18
3.476500000000000000e+03 5.633900051803863906e-14 1.530022746298952070e-17 3.431800520390746647e-14 1.116493432973948745e-17 3.121884505428780271e-14 1.027388310266925102e-17 2.984104394017257153e-14 9.889241242997072214e-18 2.736852817916781580e-14 9.207625611152114028e-18 4.508630529855564580e-14 1.219288123685853677e-17 2.858107483330730912e-14 9.547600038805579346e-18 3.663326345002805995e-14 1.019170267976810886e-17 2.428445924077203009e-14 8.371930431715430301e-18 3.323920781259431857e-14 9.444509070786818178e-18 2.254747031430512189e-14 7.898325619767986933e-18 3.031580232028616291e-14 8.815080705412245767e-18 2.103355999682306086e-14 7.483089327364762371e-18
3.526500000000000000e+03 -6.141353210387883406e-15 1.565918334522707910e-17 -4.365119990368548145e-15 1.141595521370864419e-17 -3.693880861121134469e-15 1.052200849679998384e-17 -3.372114077751975128e-15 1.013688892781348129e-17 -2.769665396493086442e-15 9.454932250363836383e-18 -4.573296030667544656e-15 1.247539934899041548e-17 -3.047739211772320625e-15 9.795942229005981739e-18 -3.244174118612720715e-15 1.044399287213025986e-17 -1.941069014621588142e-15 8.620388577856230504e-18 -2.659618158435005229e-15 9.690217366278246032e-18 -1.450994691463402534e-15 8.146992032077157398e-18 -2.117583378546741281e-15 9.057066576952947893e-18 -9.959146587418662473e-16 7.731853702146873479e-18
3.576500000000000000e+03 2.931239399275623887e-14 1.600486322840806360e-17 1.984361681143300150e-14 1.143412105724443002e-17 1.792889143204507286e-14 1.049359231990957034e-17 1.703524585590826055e-14 1.008981637015171590e-17 1.536680870205381392e-14 9.376998779398812636e-18 2.409209299076180774e-14 1.259632473028833467e-17 1.616605576208298940e-14 9.733238265389681088e-18 1.974319577824832666e-14 1.043843021689542527e-17 1.309925779828065575e-14 8.508771406989545814e-18 1.785199167875870735e-14 9.641756489844891346e-18 1.174562985083993644e-14 8.017967405341211619e-18 1.613342926131592498e-14 8.974995743476022247e-18 1.049780236066569515e-14 7.588543133970210582e-18
3.626500000000000000e+03 -3.166076799933866467e-14 1.679142026187153349e-17 -3.060087274728311818e-14 1.188465901035980944e-17 -2.988427559920606014e-14 1.090279146999060852e-17 -2.955644284415001321e-14 1.048166756760345974e-17 -2.890186639332739820e-14 9.739457170459562583e-18 -3.017395377378064949e-14 1.315160991204762655e-17 -2.928827878631590886e-14 1.010944619753788293e-17 -2.855648370845026446e-14 1.086847557281520420e-17 -2.798846380720799379e-14 8.836794258289959715e-18 -2.781398684362378595e-14 1.003118947976316856e-17 -2.735587240663954375e-14 8.327549929233194128e-18 -2.713864099869457105e-14 9.332754419302954478e-18 -2.673987625437441677e-14 7.882178333102933934e-18
3.676500000000000000e+03 -2.636228661234373186e-14 1.671931221848551439e-17 -1.920643566523386703e-14 1.158858532294481696e-17 -1.847991385437513170e-14 1.061534042312145294e-17 -1.818516485445461290e-14 1.019961761244864685e-17 -1.772730596402630470e-14 9.469679896377113028e-18 -2.391410086025334353e-14 1.295474273436122201e-17 -1.791732480008919783e-14 9.833182923833274807e-18 -2.196549066195505072e-14 1.062992104154900778e-17 -1.729799738170986265e-14 8.587071733448988557e-18 -2.112382036509167047e-14 9.787749593855268954e-18 -1.717421404612315997e-14 8.091479319607664332e-18 -2.039839134627247236e-14 9.090547579058697186e-18 -1.714684897006424714e-14 7.659490446622954024e-18
3.726500000000000000e+03 2.991704361726723992e-14 1.710343362038030283e-17 2.340712072679872107e-14 1.180530371247059646e-17 2.179545923445409278e-14 1.079265663593261775e-17 2.108684503376250363e-14 1.036093718723112432e-17 1.978668743060856372e-14 9.603537531562730768e-18 2.541134340794078771e-14 1.319236774067471726e-17 2.047229166260499630e-14 9.981507001709549458e-18 2.171969658147590089e-14 1.078635790022282847e-17 1.813466124790629620e-14 8.689530739284399922e-18 2.021262854687863350e-14 9.915813413480556629e-18 1.713527593545491654e-14 8.176149654159694671e-18 1.891274919569286251e-14 9.195258623955673999e-18 1.622768845873479362e-14 7.728764725620675807e-18
3.776500000000000000e+03 -1.225066983929364839e-15 1.794984319067892707e-17 8.674435251815259531e-15 1.212981268489339079e-17 1.022638497717281109e-14 1.107726196756845412e-17 1.090328631156995902e-14 1.062919482221775020e-17 1.206706936994941349e-14 9.845340853305083447e-18 4.806612205317126638e-15 1.373758576658354066e-17 1.153693363694266113e-14 1.023492737499890575e-17 8.845538294411857723e-15 1.116811429437599539e-17 1.343796332809657777e-14 8.902550549606893451e-18 1.032167496584131171e-14 1.024538190220419456e-17 1.412640785481183568e-14 8.375581084993880338e-18 1.152430519246083639e-14 9.485419940274493325e-18 1.467735800007498862e-14 7.917477339039732225e-18
3.826500000000000000e+03 9.508734329747983597e-15 1.871319593918770077e-17 1.592066037800790944e-14 1.236940654131413602e-17 1.643937583194430318e-14 1.125701305305712442e-17 1.665227575891131915e-14 1.078520871909865143e-17 1.698946174370795021e-14 9.963035425459513546e-18 1.212484252357996000e-14 1.414961860770327031e-17 1.684055794616167384e-14 1.037085043482314521e-17 1.387416488505666755e-14 1.139554763212274761e-17 1.731215442110141182e-14 8.979938335012909402e-18 1.453034068994150047e-14 1.041434153643476338e-17 1.742392219252433807e-14 8.433415080269474187e-18 1.507003333026238248e-14 9.610187837035101592e-18 1.747168952332488050e-14 7.960000950203759627e-18
